Id,Age,WorkingCondition,FinalWeight,Education,YearsOfEducation,MaritalStatus,Occupation,Relationship,Ethnicity,Gender,InvestmentGains,InvestmentLosses,WeeklyWorkHours,CountryOfOrigin,MonthlyIncome
7678,75,SelfEmployedIncluded,98116,College,10,Widowed,Sales,NotInFamily,White,Male,0,0,40,United-States,1
14004,44,Private,242861,HighSchoolGraduate,9,MarriedCivilianSpouse,TransportMoving,Husband,White,Male,0,0,40,United-States,0
33193,31,Private,170983,Bachelors,13,MarriedCivilianSpouse,ExecutiveManagerial,Husband,White,Male,0,0,60,United-States,1
23797,29,StateGovernment,51461,AssociatesAcademy,12,NeverMarried,TechSupport,NotInFamily,White,Male,0,0,45,United-States,0
30183,66,Private,22502,7th-8th,4,Divorced,OtherService,OtherRelative,AsianPacificIslander,Female,0,0,40,Philippines,0
553,29,Private,91189,Bachelors,13,MarriedCivilianSpouse,MachinesOperationInspector,Husband,White,Male,0,0,48,United-States,0
18116,18,Private,324011,9th,5,NeverMarried,FarmingFishing,OwnChild,White,Male,0,0,20,United-States,0
28595,56,Private,106723,HighSchoolGraduate,9,Divorced,AdministrativeClerk,NotInFamily,White,Female,0,0,40,United-States,0
5235,46,Private,353219,9th,5,Divorced,OtherService,Unmarried,White,Female,0,0,40,United-States,0
1524,43,SelfEmployedIncluded,135342,College,10,MarriedCivilianSpouse,ExecutiveManagerial,Husband,White,Male,0,0,50,United-States,1
25448,29,Private,304082,AssociatesAcademy,12,NeverMarried,ProfessionalSpecialty,NotInFamily,White,Male,0,0,40,Peru,0
26698,22,Private,145964,Bachelors,13,NeverMarried,Sales,OwnChild,White,Male,0,0,15,United-States,0
19778,38,FederalGovernment,81232,Bachelors,13,MarriedCivilianSpouse,ProfessionalSpecialty,Husband,White,Male,0,0,40,United-States,1
11194,34,Private,186346,HighSchoolGraduate,9,Separated,OtherService,NotInFamily,White,Female,0,0,40,United-States,0
13809,38,SelfEmployedIncluded,139364,Bachelors,13,MarriedCivilianSpouse,CraftRepair,Husband,White,Male,15024,0,35,United-States,1
30290,63,Private,117473,College,10,MarriedCivilianSpouse,ProfessionalSpecialty,Husband,White,Male,4386,0,40,United-States,1
23097,33,Private,228696,1st-4th,2,MarriedCivilianSpouse,CraftRepair,NotInFamily,White,Male,0,2603,32,Mexico,0
27459,47,SelfEmployedNotIncluded,180446,College,10,MarriedCivilianSpouse,TechSupport,Husband,Black,Male,0,0,40,United-States,1
31358,46,SelfEmployedIncluded,167882,AssociatesVocationalSchool,11,Divorced,ExecutiveManagerial,NotInFamily,White,Female,8614,0,70,United-States,1
12532,82,SelfEmployedNotIncluded,71438,HighSchoolGraduate,9,MarriedCivilianSpouse,FarmingFishing,Husband,White,Male,0,0,20,United-States,0
14529,71,Private,212806,HighSchoolGraduate,9,MarriedCivilianSpouse,Sales,Husband,White,Male,0,0,36,United-States,0
6145,19,Private,125938,12th,8,NeverMarried,OtherService,OwnChild,White,Male,0,0,40,El-Salvador,0
839,27,Private,130386,College,10,NeverMarried,OtherService,OwnChild,White,Female,0,0,40,United-States,0
31820,35,,35854,College,10,NeverMarried,,OwnChild,White,Female,0,0,40,United-States,0
6525,43,Private,252519,Bachelors,13,MarriedCivilianSpouse,HandlersCleaners,Husband,Black,Male,0,0,40,Haiti,1
32042,54,,191659,5th-6th,3,MarriedCivilianSpouse,,Husband,White,Male,0,0,40,United-States,0
24795,48,SelfEmployedIncluded,26145,10th,6,MarriedCivilianSpouse,FarmingFishing,Husband,White,Male,0,0,80,United-States,0
30201,51,FederalGovernment,198186,Bachelors,13,Widowed,ProfessionalSpecialty,NotInFamily,Black,Female,0,0,40,United-States,0
14371,56,Private,182460,HighSchoolGraduate,9,MarriedCivilianSpouse,HandlersCleaners,Husband,White,Male,0,0,40,United-States,1
14304,20,NeverWorked,462294,College,10,NeverMarried,,OwnChild,Black,Male,0,0,40,United-States,0
416,54,SelfEmployedIncluded,159219,ProfessionalSchool,15,MarriedCivilianSpouse,ProfessionalSpecialty,Husband,White,Male,99999,0,40,United-States,1
25810,64,Private,88470,College,10,MarriedCivilianSpouse,OtherService,Husband,White,Male,0,0,40,United-States,0
15166,24,Private,464103,HighSchoolGraduate,9,NeverMarried,AdministrativeClerk,NotInFamily,White,Male,0,0,50,United-States,0
6875,54,Private,138179,HighSchoolGraduate,9,MarriedCivilianSpouse,MachinesOperationInspector,Husband,White,Male,0,0,40,United-States,0
22301,47,Private,187308,HighSchoolGraduate,9,MarriedCivilianSpouse,ExecutiveManagerial,Husband,White,Male,0,0,55,United-States,1
24081,40,Private,274158,HighSchoolGraduate,9,MarriedCivilianSpouse,MachinesOperationInspector,Husband,White,Male,0,0,40,United-States,0
14855,45,Private,449354,College,10,MarriedCivilianSpouse,ExecutiveManagerial,Husband,White,Male,0,0,40,United-States,0
6487,41,Private,397346,College,10,MarriedCivilianSpouse,Sales,Husband,White,Male,0,0,50,United-States,0
15616,56,Private,318450,Masters,14,MarriedCivilianSpouse,AdministrativeClerk,Husband,White,Male,0,0,80,United-States,1
19514,53,LocalGovernment,236873,Masters,14,MarriedCivilianSpouse,ExecutiveManagerial,Husband,Black,Male,0,0,40,United-States,1
14421,26,FederalGovernment,85482,HighSchoolGraduate,9,NeverMarried,AdministrativeClerk,NotInFamily,AsianPacificIslander,Male,0,0,40,United-States,0
18459,24,Private,176321,College,10,NeverMarried,AdministrativeClerk,Unmarried,White,Female,0,0,40,United-States,0
26550,17,Private,52967,10th,6,NeverMarried,OtherService,OwnChild,White,Female,0,0,6,United-States,0
8432,37,Private,238959,HighSchoolGraduate,9,MarriedCivilianSpouse,AdministrativeClerk,Wife,White,Female,0,0,40,United-States,0
7656,52,Private,618130,HighSchoolGraduate,9,Divorced,OtherService,OwnChild,Black,Female,0,0,40,United-States,0
24430,45,SelfEmployedNotIncluded,298130,HighSchoolGraduate,9,MarriedCivilianSpouse,ExecutiveManagerial,Husband,White,Male,0,0,25,United-States,0
1433,21,Private,187088,College,10,NeverMarried,AdministrativeClerk,OwnChild,Other,Female,0,0,20,Cuba,0
24433,26,Private,34393,College,10,Divorced,AdministrativeClerk,NotInFamily,White,Female,0,0,40,United-States,0
10616,40,Private,177027,Bachelors,13,MarriedCivilianSpouse,OtherService,Wife,AsianPacificIslander,Female,7688,0,52,Japan,1
14471,23,Private,183789,HighSchoolGraduate,9,NeverMarried,Sales,OwnChild,White,Male,0,0,40,United-States,0
33152,22,Private,288132,College,10,NeverMarried,Sales,OwnChild,White,Female,0,0,35,United-States,0
17300,18,Private,329054,11th,7,NeverMarried,AdministrativeClerk,OwnChild,White,Female,0,0,15,United-States,0
32347,27,StateGovernment,315640,Masters,14,NeverMarried,ProfessionalSpecialty,NotInFamily,AsianPacificIslander,Male,0,0,20,China,0
32286,24,Private,201680,College,10,NeverMarried,MachinesOperationInspector,OwnChild,White,Male,0,0,40,United-States,0
28683,53,FederalGovernment,167410,Bachelors,13,Divorced,TechSupport,NotInFamily,AmericanIndianEskimo,Male,0,0,40,United-States,0
26054,39,Private,193689,College,10,MarriedCivilianSpouse,MachinesOperationInspector,Husband,White,Male,0,0,40,United-States,0
6511,20,,117618,College,10,NeverMarried,,OwnChild,White,Male,0,0,40,United-States,0
243,64,,186535,Bachelors,13,MarriedCivilianSpouse,,Husband,White,Male,3103,0,3,United-States,0
22098,30,Private,315640,Doctorate,16,MarriedCivilianSpouse,ProfessionalSpecialty,Husband,AsianPacificIslander,Male,0,1977,40,China,1
19741,17,Private,401198,11th,7,NeverMarried,Sales,OwnChild,White,Female,0,0,15,United-States,0
4573,19,Private,146679,College,10,NeverMarried,ExecutiveManagerial,OwnChild,Black,Male,0,0,30,United-States,0
11161,48,Private,329778,HighSchoolGraduate,9,Widowed,OtherService,Unmarried,White,Female,0,0,40,United-States,0
5178,50,LocalGovernment,163921,7th-8th,4,MarriedCivilianSpouse,TransportMoving,Husband,White,Male,0,0,40,United-States,0
27745,59,SelfEmployedIncluded,36085,ProfessionalSchool,15,MarriedCivilianSpouse,ProfessionalSpecialty,Husband,White,Male,15024,0,60,United-States,1
10467,52,Private,267583,10th,6,Divorced,MachinesOperationInspector,Unmarried,White,Female,0,0,40,United-States,0
9978,61,LocalGovernment,176753,HighSchoolGraduate,9,MarriedCivilianSpouse,FarmingFishing,Husband,White,Male,0,0,48,United-States,0
19984,21,Private,190227,HighSchoolGraduate,9,NeverMarried,AdministrativeClerk,Unmarried,White,Male,0,0,40,United-States,0
4377,36,Private,75073,College,10,NeverMarried,CraftRepair,NotInFamily,Black,Male,0,0,55,United-States,0
17829,28,Private,22422,HighSchoolGraduate,9,NeverMarried,TransportMoving,Unmarried,White,Male,0,0,55,United-States,0
5447,23,Private,342946,11th,7,NeverMarried,TransportMoving,OwnChild,White,Female,0,0,38,United-States,0
22552,24,Private,420779,HighSchoolGraduate,9,MarriedCivilianSpouse,FarmingFishing,Husband,Black,Male,0,0,35,United-States,0
6675,18,Private,252993,12th,8,NeverMarried,HandlersCleaners,OwnChild,White,Male,0,0,40,Columbia,0
14222,55,,229029,Bachelors,13,MarriedCivilianSpouse,,Husband,White,Male,5178,0,20,United-States,1
11460,25,Private,240676,College,10,Divorced,TechSupport,OwnChild,White,Female,0,0,40,United-States,0
28825,29,SelfEmployedNotIncluded,240172,Bachelors,13,NeverMarried,ExecutiveManagerial,OtherRelative,White,Male,0,0,50,United-States,0
19100,43,Private,152420,College,10,MarriedCivilianSpouse,MachinesOperationInspector,Husband,Black,Male,0,0,50,United-States,0
33049,20,,121023,College,10,NeverMarried,,OwnChild,White,Female,0,0,40,United-States,0
23968,58,Private,51662,10th,6,MarriedCivilianSpouse,OtherService,Wife,White,Female,0,0,8,United-States,0
20637,35,,264758,College,10,MarriedCivilianSpouse,,Husband,Black,Male,0,0,40,Haiti,0
11014,34,LocalGovernment,143699,College,10,MarriedCivilianSpouse,OtherService,Wife,White,Female,0,0,40,United-States,0
4272,35,FederalGovernment,133935,Bachelors,13,MarriedCivilianSpouse,CraftRepair,Husband,White,Male,0,0,40,United-States,1
5836,37,Private,635913,Bachelors,13,NeverMarried,ExecutiveManagerial,NotInFamily,Black,Male,0,0,60,United-States,1
25969,36,Private,189674,HighSchoolGraduate,9,NeverMarried,PrivateHouseServant,Unmarried,Black,Female,0,0,28,,0
26090,54,Private,189607,Bachelors,13,NeverMarried,OtherService,OwnChild,Black,Female,0,0,36,United-States,0
26368,21,Private,230229,HighSchoolGraduate,9,NeverMarried,HandlersCleaners,OtherRelative,White,Male,0,0,40,Mexico,0
23557,45,Private,174426,HighSchoolGraduate,9,MarriedCivilianSpouse,CraftRepair,Husband,White,Male,0,0,40,United-States,0
16484,19,,239862,College,10,NeverMarried,,OtherRelative,White,Male,0,0,40,United-States,0
19486,28,Private,156300,Masters,14,NeverMarried,ExecutiveManagerial,NotInFamily,Black,Female,0,0,45,United-States,0
26396,39,Private,109351,Bachelors,13,MarriedCivilianSpouse,ProfessionalSpecialty,Wife,White,Female,0,0,30,United-States,1
20903,17,Private,270587,11th,7,NeverMarried,OtherService,OwnChild,White,Male,0,0,20,England,0
8704,45,SelfEmployedIncluded,214690,College,10,Separated,AdministrativeClerk,NotInFamily,White,Male,0,0,40,United-States,0
9130,33,Private,176711,Bachelors,13,MarriedCivilianSpouse,FarmingFishing,Husband,White,Male,0,0,40,England,0
31555,49,Private,101320,AssociatesAcademy,12,MarriedCivilianSpouse,Sales,Wife,White,Female,0,1902,40,United-States,1
19635,24,LocalGovernment,452640,College,10,NeverMarried,TechSupport,NotInFamily,White,Male,14344,0,50,United-States,1
28246,44,Private,200194,College,10,MarriedCivilianSpouse,CraftRepair,Husband,White,Male,0,0,40,United-States,0
28349,40,Private,214242,HighSchoolGraduate,9,MarriedCivilianSpouse,MachinesOperationInspector,Husband,White,Male,0,0,50,United-States,0
19985,33,SelfEmployedNotIncluded,127894,ProfessionalSchool,15,MarriedCivilianSpouse,ProfessionalSpecialty,Husband,White,Male,0,0,60,United-States,1
27404,67,,200862,10th,6,NeverMarried,,NotInFamily,Black,Female,0,0,35,United-States,0
15626,59,Private,656036,Bachelors,13,Separated,AdministrativeClerk,Unmarried,White,Male,0,0,60,United-States,0
8105,19,Private,267796,College,10,NeverMarried,AdministrativeClerk,OwnChild,White,Male,0,0,30,United-States,0
21971,49,Private,30219,HighSchoolGraduate,9,Divorced,CraftRepair,NotInFamily,White,Male,0,1669,40,United-States,0
23739,32,Private,204742,Bachelors,13,MarriedCivilianSpouse,ProfessionalSpecialty,Husband,White,Male,0,0,40,United-States,1
34026,41,SelfEmployedNotIncluded,37618,AssociatesAcademy,12,MarriedCivilianSpouse,CraftRepair,Husband,White,Male,0,0,60,United-States,1
10470,57,LocalGovernment,339163,College,10,Widowed,AdministrativeClerk,Unmarried,White,Female,0,0,40,Mexico,0
28167,65,FederalGovernment,44807,College,10,MarriedCivilianSpouse,AdministrativeClerk,Husband,White,Male,0,0,48,United-States,1
29633,21,Private,34310,AssociatesVocationalSchool,11,MarriedCivilianSpouse,CraftRepair,Husband,White,Male,0,2603,40,United-States,0
4090,36,LocalGovernment,380614,Bachelors,13,MarriedCivilianSpouse,AdministrativeClerk,Wife,White,Female,0,0,35,Germany,1
12834,27,Private,219863,HighSchoolGraduate,9,MarriedCivilianSpouse,TransportMoving,Husband,White,Male,0,0,40,United-States,0
9923,39,Private,176050,College,10,MarriedCivilianSpouse,ExecutiveManagerial,Husband,White,Male,0,1848,47,United-States,1
23452,48,LocalGovernment,24366,AssociatesVocationalSchool,11,MarriedCivilianSpouse,ProtectiveServices,Husband,AmericanIndianEskimo,Male,0,0,40,United-States,0
7865,20,StateGovernment,178517,College,10,NeverMarried,FarmingFishing,NotInFamily,White,Male,0,0,40,United-States,0
28121,20,Private,50648,HighSchoolGraduate,9,NeverMarried,HandlersCleaners,OwnChild,White,Male,0,0,35,United-States,0
1187,38,Private,374524,Bachelors,13,MarriedCivilianSpouse,ProfessionalSpecialty,Husband,White,Male,0,0,40,United-States,1
10295,65,StateGovernment,209280,Masters,14,MarriedCivilianSpouse,ProfessionalSpecialty,Husband,White,Male,6514,0,35,United-States,1
16939,37,Private,128715,Bachelors,13,MarriedCivilianSpouse,ExecutiveManagerial,Husband,White,Male,0,0,60,United-States,1
25325,42,LocalGovernment,222596,HighSchoolGraduate,9,MarriedCivilianSpouse,CraftRepair,Husband,White,Male,0,0,40,United-States,1
7676,24,Private,218957,College,10,NeverMarried,ProtectiveServices,OwnChild,White,Male,0,0,24,,0
26606,46,FederalGovernment,362835,AssociatesAcademy,12,MarriedCivilianSpouse,ProfessionalSpecialty,Husband,White,Male,0,0,40,Germany,1
22309,53,,220640,Bachelors,13,Divorced,,OtherRelative,Other,Female,0,0,20,United-States,0
2557,42,FederalGovernment,141459,HighSchoolGraduate,9,Separated,OtherService,OtherRelative,Black,Female,0,0,40,United-States,0
5963,46,Private,197731,AssociatesVocationalSchool,11,MarriedAbsentSpouse,MachinesOperationInspector,Unmarried,White,Male,0,0,40,United-States,0
30569,43,Private,137126,College,10,MarriedCivilianSpouse,ExecutiveManagerial,Husband,White,Male,0,0,40,United-States,1
30004,47,Private,166634,College,10,Divorced,ExecutiveManagerial,Unmarried,White,Female,0,0,40,Germany,0
9939,39,Private,129573,Bachelors,13,NeverMarried,ExecutiveManagerial,NotInFamily,White,Male,0,0,50,United-States,1
10243,17,Private,242773,11th,7,NeverMarried,OtherService,OwnChild,White,Female,0,0,20,United-States,0
11502,33,Private,204577,HighSchoolGraduate,9,MarriedCivilianSpouse,MachinesOperationInspector,Husband,White,Male,0,0,40,United-States,0
26384,33,Private,149726,HighSchoolGraduate,9,MarriedCivilianSpouse,TransportMoving,Husband,White,Male,0,0,46,United-States,0
11375,45,LocalGovernment,153312,Masters,14,MarriedCivilianSpouse,ProfessionalSpecialty,Husband,Black,Male,0,0,10,United-States,1
21280,38,Private,168407,College,10,Divorced,AdministrativeClerk,Unmarried,White,Female,5721,0,44,United-States,0
9132,35,,139854,AssociatesAcademy,12,MarriedCivilianSpouse,,Husband,White,Male,0,0,15,United-States,0
22463,35,Private,189623,Doctorate,16,MarriedCivilianSpouse,ExecutiveManagerial,Husband,White,Male,0,0,45,United-States,1
13163,42,Private,121718,College,10,MarriedCivilianSpouse,AdministrativeClerk,Husband,White,Male,0,0,40,Germany,0
17099,32,Private,394708,HighSchoolGraduate,9,NeverMarried,OtherService,Unmarried,Black,Male,0,0,40,United-States,0
13111,79,SelfEmployedNotIncluded,158319,HighSchoolGraduate,9,Widowed,OtherService,NotInFamily,White,Female,0,0,24,United-States,0
16265,29,Private,79387,Bachelors,13,NeverMarried,ExecutiveManagerial,NotInFamily,White,Male,0,0,50,United-States,1
10041,40,Private,305846,College,10,MarriedCivilianSpouse,AdministrativeClerk,Wife,White,Female,0,0,40,United-States,1
3469,25,Private,257910,Bachelors,13,NeverMarried,ExecutiveManagerial,NotInFamily,White,Male,0,0,50,United-States,0
28479,37,Private,422933,Masters,14,NeverMarried,ExecutiveManagerial,OwnChild,White,Male,0,0,40,United-States,1
8883,48,Private,83444,AssociatesVocationalSchool,11,MarriedCivilianSpouse,ExecutiveManagerial,Husband,White,Male,0,0,43,United-States,1
24828,20,Private,56322,College,10,NeverMarried,OtherService,OwnChild,White,Male,0,0,20,United-States,0
30097,64,StateGovernment,33342,College,10,Divorced,AdministrativeClerk,NotInFamily,White,Female,0,0,40,United-States,0
25035,35,SelfEmployedIncluded,135436,ProfessionalSchool,15,MarriedCivilianSpouse,ProfessionalSpecialty,Husband,White,Male,0,0,50,United-States,1
15469,41,SelfEmployedNotIncluded,203451,College,10,Divorced,ProfessionalSpecialty,NotInFamily,White,Female,0,0,15,United-States,0
27279,45,StateGovernment,183710,HighSchoolGraduate,9,Divorced,TransportMoving,NotInFamily,White,Male,0,0,48,United-States,0
25653,33,Private,511517,HighSchoolGraduate,9,MarriedCivilianSpouse,ProfessionalSpecialty,Husband,White,Male,0,0,40,United-States,0
29747,40,Private,114157,HighSchoolGraduate,9,MarriedCivilianSpouse,MachinesOperationInspector,Husband,White,Male,0,0,40,United-States,0
12951,39,LocalGovernment,153976,Masters,14,MarriedCivilianSpouse,ProfessionalSpecialty,Husband,White,Male,0,0,40,United-States,1
27905,26,SelfEmployedNotIncluded,117125,9th,5,MarriedCivilianSpouse,CraftRepair,Husband,White,Male,0,0,40,Portugal,0
3838,37,Private,516701,Masters,14,NeverMarried,ExecutiveManagerial,NotInFamily,Black,Male,0,1564,50,,1
32632,39,Private,156780,HighSchoolGraduate,9,MarriedAbsentSpouse,OtherService,OtherRelative,AsianPacificIslander,Female,0,0,40,,0
18315,27,Private,172009,Bachelors,13,NeverMarried,ExecutiveManagerial,NotInFamily,White,Female,0,0,40,United-States,0
25972,23,Private,141323,College,10,NeverMarried,OtherService,OwnChild,White,Male,0,0,40,United-States,0
301,30,Private,161690,AssociatesVocationalSchool,11,NeverMarried,ProfessionalSpecialty,NotInFamily,White,Female,0,0,40,United-States,0
5293,64,,104756,College,10,Widowed,,Unmarried,White,Female,0,0,8,United-States,0
750,44,Private,115562,College,10,MarriedCivilianSpouse,TechSupport,Husband,White,Male,0,0,40,United-States,0
11108,36,SelfEmployedIncluded,27408,AssociatesVocationalSchool,11,MarriedCivilianSpouse,Sales,Husband,White,Male,0,0,60,United-States,0
9505,28,Private,163265,9th,5,NeverMarried,MachinesOperationInspector,NotInFamily,White,Male,0,0,30,United-States,0
27099,63,Private,697806,HighSchoolGraduate,9,MarriedCivilianSpouse,TransportMoving,Husband,White,Male,0,0,60,United-States,0
28099,39,LocalGovernment,86643,College,10,MarriedCivilianSpouse,ProtectiveServices,Husband,White,Male,0,0,48,United-States,0
33444,24,Private,188505,Bachelors,13,MarriedArmedForcesSpouse,ProfessionalSpecialty,Wife,White,Female,0,0,40,United-States,1
6782,37,Private,385251,HighSchoolGraduate,9,MarriedCivilianSpouse,ExecutiveManagerial,Husband,White,Male,0,0,40,United-States,1
1195,31,Private,106753,AssociatesVocationalSchool,11,MarriedCivilianSpouse,CraftRepair,Husband,White,Male,0,1740,40,United-States,0
11812,25,Private,309098,AssociatesVocationalSchool,11,NeverMarried,ProfessionalSpecialty,NotInFamily,White,Male,0,0,40,United-States,0
25696,43,Private,221550,Bachelors,13,Separated,AdministrativeClerk,Unmarried,White,Female,0,0,35,United-States,0
1713,64,Private,110110,11th,7,MarriedCivilianSpouse,MachinesOperationInspector,Husband,Black,Male,0,0,40,United-States,0
5863,38,SelfEmployedNotIncluded,374983,College,10,MarriedCivilianSpouse,CraftRepair,Husband,White,Male,0,0,55,United-States,0
28556,29,Private,36440,Bachelors,13,NeverMarried,AdministrativeClerk,NotInFamily,White,Female,0,0,40,United-States,0
26331,33,Private,99339,AssociatesAcademy,12,Divorced,AdministrativeClerk,NotInFamily,White,Female,0,880,40,United-States,0
16665,27,SelfEmployedNotIncluded,115438,HighSchoolGraduate,9,MarriedCivilianSpouse,CraftRepair,Husband,White,Male,0,0,60,Ireland,1
1901,36,Private,288049,HighSchoolGraduate,9,MarriedCivilianSpouse,ExecutiveManagerial,Husband,White,Male,0,0,45,United-States,0
29870,53,FederalGovernment,141340,HighSchoolGraduate,9,MarriedCivilianSpouse,TransportMoving,Husband,White,Male,0,0,40,United-States,1
26934,44,Private,378251,HighSchoolGraduate,9,MarriedCivilianSpouse,AdministrativeClerk,Wife,White,Female,0,0,38,United-States,0
29655,58,Private,187060,HighSchoolGraduate,9,Divorced,AdministrativeClerk,NotInFamily,White,Female,0,0,40,Canada,0
29759,17,Private,197186,10th,6,NeverMarried,Sales,OwnChild,White,Female,0,0,24,United-States,0
10916,60,Private,123992,College,10,MarriedCivilianSpouse,CraftRepair,Husband,White,Male,0,0,45,United-States,0
3079,42,SelfEmployedIncluded,223566,ProfessionalSchool,15,NeverMarried,ExecutiveManagerial,NotInFamily,White,Male,0,0,15,United-States,0
23920,22,Private,211678,HighSchoolGraduate,9,NeverMarried,HandlersCleaners,OwnChild,White,Male,0,0,40,United-States,0
18697,31,Private,19302,AssociatesAcademy,12,NeverMarried,AdministrativeClerk,NotInFamily,White,Male,2202,0,38,United-States,0
3210,48,Private,149640,College,10,Separated,CraftRepair,Unmarried,White,Male,1506,0,40,Honduras,0
19864,49,SelfEmployedNotIncluded,173411,HighSchoolGraduate,9,Divorced,Sales,NotInFamily,White,Male,0,0,40,United-States,0
1254,27,Private,203160,Bachelors,13,NeverMarried,HandlersCleaners,NotInFamily,White,Male,0,0,28,United-States,0
11816,26,,157008,HighSchoolGraduate,9,Divorced,,NotInFamily,White,Female,0,0,40,United-States,0
7467,38,Private,187046,11th,7,MarriedCivilianSpouse,CraftRepair,Husband,White,Male,0,0,45,United-States,0
18430,42,FederalGovernment,172307,HighSchoolGraduate,9,MarriedCivilianSpouse,AdministrativeClerk,Husband,White,Male,0,0,48,United-States,1
15210,23,Private,188409,11th,7,MarriedCivilianSpouse,TransportMoving,Husband,White,Male,4508,0,25,United-States,0
9271,19,Private,377405,College,10,NeverMarried,ExecutiveManagerial,NotInFamily,White,Female,0,0,20,United-States,0
1209,23,Private,194102,Bachelors,13,NeverMarried,ExecutiveManagerial,Unmarried,White,Male,0,0,40,United-States,0
9479,35,Private,166416,Bachelors,13,MarriedCivilianSpouse,ExecutiveManagerial,Husband,White,Male,0,0,50,United-States,1
440,22,Private,313817,HighSchoolGraduate,9,MarriedCivilianSpouse,TransportMoving,Husband,White,Male,0,0,50,United-States,0
14527,35,Private,115803,11th,7,Divorced,TransportMoving,NotInFamily,White,Male,0,0,40,United-States,0
13790,65,Private,261334,9th,5,Widowed,Sales,NotInFamily,White,Female,0,0,40,United-States,0
6105,59,Private,159937,HighSchoolGraduate,9,MarriedCivilianSpouse,Sales,Husband,White,Male,0,0,48,United-States,0
10317,34,Private,159187,HighSchoolGraduate,9,MarriedCivilianSpouse,MachinesOperationInspector,Husband,White,Male,0,0,45,United-States,0
5594,28,Private,175262,College,10,MarriedCivilianSpouse,HandlersCleaners,Husband,Black,Male,0,0,40,Mexico,0
6892,57,SelfEmployedIncluded,123053,ProfessionalSchool,15,MarriedCivilianSpouse,ProfessionalSpecialty,Husband,AsianPacificIslander,Male,15024,0,50,India,1
12531,27,Private,224849,HighSchoolGraduate,9,MarriedCivilianSpouse,CraftRepair,Husband,White,Male,0,0,40,United-States,0
25407,37,Private,638116,Bachelors,13,NeverMarried,AdministrativeClerk,OwnChild,Black,Female,0,0,32,United-States,0
24722,32,FederalGovernment,402361,HighSchoolGraduate,9,NeverMarried,AdministrativeClerk,NotInFamily,White,Male,0,0,40,United-States,0
22172,35,Private,342824,HighSchoolGraduate,9,NeverMarried,TechSupport,NotInFamily,White,Female,1151,0,40,United-States,0
28818,44,Private,211351,College,10,MarriedCivilianSpouse,Sales,Wife,White,Female,4386,0,40,United-States,1
28777,33,FederalGovernment,348491,College,10,MarriedCivilianSpouse,ExecutiveManagerial,Wife,Black,Female,0,0,40,United-States,1
69,38,Private,411797,AssociatesVocationalSchool,11,Divorced,AdministrativeClerk,Unmarried,White,Female,0,0,40,United-States,0
24126,22,Private,305874,HighSchoolGraduate,9,MarriedCivilianSpouse,CraftRepair,Husband,White,Male,0,0,60,United-States,0
33906,25,Private,121102,AssociatesAcademy,12,NeverMarried,TechSupport,NotInFamily,White,Female,0,2001,30,United-States,0
32976,38,Private,216572,HighSchoolGraduate,9,Separated,PrivateHouseServant,Unmarried,Black,Female,0,0,40,United-States,0
24435,29,Private,236938,AssociatesAcademy,12,Divorced,CraftRepair,Unmarried,White,Female,0,0,38,United-States,0
1067,72,,118902,Doctorate,16,MarriedCivilianSpouse,,Husband,White,Male,0,2392,6,United-States,1
27142,30,Private,235847,Bachelors,13,NeverMarried,OtherService,OwnChild,White,Female,0,0,24,United-States,0
14234,31,Private,274818,College,10,NeverMarried,AdministrativeClerk,NotInFamily,White,Female,0,0,40,United-States,0
7313,19,Private,264390,College,10,NeverMarried,AdministrativeClerk,OwnChild,White,Female,0,2001,40,United-States,0
16948,41,SelfEmployedIncluded,443508,Doctorate,16,MarriedCivilianSpouse,ExecutiveManagerial,Husband,White,Male,99999,0,60,United-States,1
674,22,LocalGovernment,121144,Bachelors,13,NeverMarried,ProfessionalSpecialty,OwnChild,Black,Female,0,0,18,United-States,0
16909,18,Private,70021,HighSchoolGraduate,9,NeverMarried,HandlersCleaners,OwnChild,White,Male,0,0,12,United-States,0
4280,23,,263220,College,10,NeverMarried,,OwnChild,White,Female,0,0,15,United-States,0
21222,20,,250037,College,10,NeverMarried,,OwnChild,White,Female,0,0,18,,0
16952,47,Private,180551,College,10,MarriedCivilianSpouse,TransportMoving,Husband,White,Male,0,0,50,United-States,0
10865,36,FederalGovernment,253627,College,10,MarriedCivilianSpouse,AdministrativeClerk,Husband,White,Male,0,0,40,Puerto-Rico,1
11583,18,Private,317425,11th,7,NeverMarried,OtherService,OwnChild,Black,Male,0,0,7,United-States,0
29304,50,LocalGovernment,226497,College,10,MarriedCivilianSpouse,ProtectiveServices,Husband,White,Male,0,0,52,United-States,1
15474,42,Private,196626,7th-8th,4,MarriedCivilianSpouse,CraftRepair,Husband,White,Male,0,0,40,United-States,0
14545,27,Private,153078,ProfessionalSchool,15,NeverMarried,ProfessionalSpecialty,OwnChild,AsianPacificIslander,Male,0,0,40,United-States,0
16478,42,Private,70037,Masters,14,NeverMarried,ProfessionalSpecialty,NotInFamily,White,Male,0,0,50,United-States,0
32580,48,Private,325372,1st-4th,2,MarriedCivilianSpouse,MachinesOperationInspector,Husband,White,Male,0,0,40,Portugal,0
1097,26,Private,247025,HighSchoolGraduate,9,MarriedCivilianSpouse,TransportMoving,Husband,White,Male,0,0,65,United-States,0
